epoch,weight_Gesture,weight_User,weight_Orientation,weight_Location
0,1.1757270935219657,0.6706054730941697,1.041268899112464,1.1123985342714007
1,1.0748206247692205,0.5487045598841139,0.9652825780321261,1.4111922373145394
2,0.71108367520179,0.4982988504570268,0.7643863798849951,2.0262310944561883
3,0.4813849462067878,0.4813849462067878,0.4813849462067878,2.5558451613796365
4,0.47197710050716773,0.47197710050716773,0.47197710050716773,2.584068698478497
5,0.6241373687311463,0.5996575447456964,0.6212013297870782,2.1550037567360794
6,0.6016782226202511,0.6247410827825725,0.6500563034208046,2.123524391176372
7,0.5916810146578553,0.6277211881993796,0.642930720700962,2.137667076441803
8,0.5845377036693076,0.6252656794057301,0.6344998867916973,2.155696730133265
9,0.4796650451899573,0.5032990610222224,0.4796650451899573,2.537370848597863
10,0.4778114267355253,0.6283275711667046,0.4778114267355253,2.416049575362245
11,0.592582242831191,1.0136668212194386,0.6230345401950464,1.7707163957543237
12,0.6938617107820322,1.1236360877708216,0.7133410124275273,1.4691611890196186
13,0.7264706022500684,1.2209774657977246,0.8165382921423112,1.2360136398098955
14,0.7179528189074597,1.3246025150387524,0.880494957417765,1.0769497086360227
15,0.696438910895311,1.4596412733362756,0.8950741742862452,0.9488456414821684
16,0.6947029338336194,1.4748462635316137,0.9594108852961752,0.8710399173385921
17,0.6869290179858583,1.514628035317733,1.0580507909051369,0.7403921557912716
18,0.7059014311580548,1.3733050314139625,1.240052781384278,0.6807407560437047
19,0.7019016089794188,1.242338772881736,1.4887966206116285,0.566962997527217
20,0.6867171826741791,0.9253957435210614,1.8949453925465558,0.4929416812582035
21,0.6634215810312001,0.5457884208156645,2.3070024903158304,0.4837875078373053
22,0.5937287208434942,0.4705438347987343,2.465183609559037,0.4705438347987343
23,0.52747285775707,0.46385441654141407,2.5448183091601018,0.46385441654141407
24,0.5133873336513717,0.46541923944491365,2.5557741874588005,0.46541923944491365
25,0.49525867229655385,0.4663318303637674,2.5720776669759116,0.4663318303637674
26,0.4877338456423736,0.4676505072823653,2.5769651397928954,0.4676505072823653
27,0.47619206438748524,0.46971366086507244,2.58438061388237,0.46971366086507244
28,0.4796261288020846,0.4717268823354378,2.5552371803422114,0.4934098085202656
29,0.4680035710398341,0.4680035710398341,2.4842773031448164,0.5797155547755155
30,0.4621313085180699,0.4621313085180699,1.9635850510797364,1.1121523318841242
31,0.47225633261460204,0.47225633261460204,0.5958936405414421,2.459593694229354
32,0.43789055292658885,0.43789055292658885,0.43789055292658885,2.686328341220234
33,0.43541037663527316,0.43541037663527316,0.43541037663527316,2.6937688700941806
34,0.4362793562546586,0.4362793562546586,0.4362793562546586,2.691161931236025
35,0.4372146333619048,0.4372146333619048,0.4372146333619048,2.688356099914285
36,0.43733111971180205,0.43733111971180205,0.43733111971180205,2.688006640864594
37,0.43802582579852356,0.43802582579852356,0.43802582579852356,2.685922522604429
38,0.4385574931600024,0.4385574931600024,0.4385574931600024,2.684327520519992
39,0.4399053719431091,0.4399053719431091,0.4399053719431091,2.6802838841706733
40,0.439094773235062,0.439094773235062,0.439094773235062,2.6827156802948138
41,1.0141887790972939,0.7321179425061282,0.8219138387318491,1.4317794396647292
42,0.8175435153356375,0.9265449050516751,0.9551348651810976,1.30077671443159
43,0.7432746450196837,0.9665631538700116,1.014146116747362,1.2760160843629427
44,0.7075930654106893,0.9993763365005058,1.0389904631125142,1.2540401349762906
45,0.6928269782572537,1.0343064590491777,1.0468253934213063,1.2260411692722624
46,0.6851524635669297,1.0452596323799712,1.0664188141186868,1.203169089934412
47,0.676588657108998,1.0594578106110164,1.0374591217070654,1.2264944105729199
48,0.6571174417580693,1.077772649207109,1.0507116247788766,1.2143982842559453
49,0.6466044687288157,1.0777893943476053,1.0716392806487558,1.2039668562748231
50,0.596740071355068,1.0974909997447657,1.0606863814600587,1.2450825474401073
51,0.4911426318192158,1.1194932821424033,1.1496677831167699,1.2396963029216108
52,0.4869666564396613,1.195693992724787,1.0704105105118935,1.2469288403236587
53,0.4734106669378658,1.0447676721967813,0.8739167097589969,1.6079049511063555
54,0.43564768364819834,0.43564768364819834,0.43564768364819834,2.693056949055405
55,0.4268016867069005,0.4268016867069005,0.4268016867069005,2.7195949398792987
56,0.42708859195845605,0.42708859195845605,0.42708859195845605,2.7187342241246317
57,0.4276176592753234,0.4276176592753234,0.4276176592753234,2.71714702217403
58,0.42820848086595437,0.42820848086595437,0.42820848086595437,2.7153745574021366
59,0.4273717854266264,0.4273717854266264,0.4273717854266264,2.7178846437201214
60,0.42924212768698833,0.42924212768698833,0.42924212768698833,2.7122736169390356
61,0.43102365186995034,0.43102365186995034,0.43102365186995034,2.706929044390149
62,0.42900804241368534,0.42900804241368534,0.42900804241368534,2.7129758727589444
63,0.42690692536700614,0.42690692536700614,0.42690692536700614,2.7192792238989814
64,0.47518749889863404,0.4847332824308581,0.7715249209002885,2.2685542977702196
65,0.5798164134343563,0.7386808917928572,1.259746325879127,1.4217563688936594
66,0.6304744547544064,0.7753462577706588,1.3266604772066228,1.2675188102683121
67,0.6571556408688263,0.805731323376741,1.3081214530329428,1.2289915827214901
68,0.6791883539116925,0.824545155071305,1.339859873785348,1.1564066172316543
69,0.6720018935670802,0.8501279398725367,1.3336402713073443,1.1442298952530392
70,0.6868888868285393,0.8743757539616372,1.3867965950368728,1.051938764172951
71,0.7050362801509777,0.9102096282386902,1.3466711290844473,1.038082962525885
72,0.6974222882875215,0.9346815060668602,1.3117299735091503,1.056166232136468
73,0.6948503708001682,0.973203262569946,1.1995990385978528,1.1323473280320333
74,0.68819598065642,1.1694638379625937,0.9556202510047107,1.1867199303762757
75,0.4842381304177202,1.773644622418194,0.4842381304177202,1.2578791167463654
76,0.46098704626089654,1.6589182251704473,0.46098704626089654,1.4191076823077595
77,0.46360067397558363,1.441482928642532,0.46360067397558363,1.6313157234063007
78,0.4628352969767548,1.0286672212971597,0.4628352969767548,2.04566218474933
79,0.4589359219184716,0.6749889680033067,0.4589359219184716,2.4071391881597504
80,0.4415704726604621,0.4415704726604621,0.4415704726604621,2.6752885820186134
81,0.45200394255991977,0.45200394255991977,0.45200394255991977,2.6439881723202405
82,0.45369951758911836,0.45369951758911836,0.45369951758911836,2.6389014472326444
83,0.45490718580499223,0.45490718580499223,0.45490718580499223,2.6352784425850233
84,0.4579595062206905,0.4579595062206905,0.4579595062206905,2.626121481337928
85,0.45999442266392626,0.45999442266392626,0.45999442266392626,2.6200167320082213
86,0.4597983569691276,0.4597983569691276,0.4597983569691276,2.620604929092617
87,0.45649460716600404,0.45649460716600404,0.45649460716600404,2.6305161785019875
88,0.4553295240809174,0.4553295240809174,0.4553295240809174,2.634011427757248
89,0.4586561972084431,0.4586561972084431,0.4586561972084431,2.624031408374671
90,0.5315721534650374,0.6224848775207359,1.3180078664679347,1.5279351025462924
91,0.5978334436209813,0.6764498403530881,1.3253432169224788,1.4003734991034524
92,0.6376475571851337,0.7287934686484672,1.26094812263287,1.372610851533529
93,0.6417633609378883,0.7445949419782236,1.263488922916661,1.3501527741672272
94,0.6531923281803149,0.757639788378005,1.2316556087198505,1.35751227472183
95,0.6619625968877444,0.7727621415907019,1.1803828367267448,1.3848924247948091
96,0.6555941876385676,0.8040406208190014,1.1292821835484497,1.4110830079939816
97,0.6502791177865022,0.8514017209722509,1.0812423210899365,1.4170768401513105
98,0.6568412511197166,0.9303052629987114,0.9765376046516432,1.436315881229929
99,0.6500680478113445,1.1801192026535694,0.8064252041630657,1.3633875453720208
